organization,primary_sector,scope1_2,industry_mean_scope1_2,deviation
GLOBAL BUILDING SERVICES,Commercial & consumer services,0.0,40473.16380952381,-40473.16380952381
SUBURBAN CONTRACT CLEANING,Commercial & consumer services,0.0,40473.16380952381,-40473.16380952381
Boyd Group Services Inc.,Commercial & consumer services,0.0,40473.16380952381,-40473.16380952381
ACRO SERVICE CORP,Commercial & consumer services,0.0,40473.16380952381,-40473.16380952381
A PLUS MEETINGS & INCENTIVES,Commercial & consumer services,0.0,40473.16380952381,-40473.16380952381
Acosta Inc.,Commercial & consumer services,0.0,40473.16380952381,-40473.16380952381
MARKET STRATEGIES INC,Commercial & consumer services,0.0,40473.16380952381,-40473.16380952381
RENEE TAYLOR CONSULTING INC,Commercial & consumer services,0.0,40473.16380952381,-40473.16380952381
MENEMSHA COMPANIES,Commercial & consumer services,0.0,40473.16380952381,-40473.16380952381
"Hollingsworth, Inc.",Commercial & consumer services,0.0,40473.16380952381,-40473.16380952381
CleanNet USA,Commercial & consumer services,0.0,40473.16380952381,-40473.16380952381
DESERT LABOR SVCS LLC,Commercial & consumer services,0.0,40473.16380952381,-40473.16380952381
"3SI Security Systems, Inc.",Commercial & consumer services,0.0,40473.16380952381,-40473.16380952381
Bank of Nova Scotia (Scotiabank),Financial services,130353.66666666666,171088.25329545455,-40734.58662878789
MAGIC DIRT,Crop farming,0.0,40928.72666666666,-40928.72666666666
"HARVEST LAND CO-OP, INC.",Crop farming,0.0,40928.72666666666,-40928.72666666666
"Hasbro, Inc.",Leisure & home manufacturing,13076.0,54371.64676470588,-41295.64676470588
Brady Corporation,Print & publishing services,1770.0,43123.015,-41353.015
The Allstate Corporation,Financial services,128853.0,171088.25329545455,-42235.253295454546
IDEAL JACOBS,Print & publishing services,0.0,43123.015,-43123.015
"Franklin Press, Inc.",Print & publishing services,0.0,43123.015,-43123.015
AlmadenÂ Press,Print & publishing services,0.0,43123.015,-43123.015
Anthem Inc,Financial services,126093.25,171088.25329545455,-44995.003295454546
Trendway Corporation,Leisure & home manufacturing,5861.1,54371.64676470588,-48510.54676470588
Bernhardt Design a Division of Bernhardt Furniture Company,Leisure & home manufacturing,3888.0,54371.64676470588,-50483.64676470588
Inscape Corporation,Leisure & home manufacturing,3635.0,54371.64676470588,-50736.64676470588
M&M Cartage,Road transport,53146.880000000005,104597.91750000001,-51451.037500000006
Regions Financial Corporation,Financial services,119349.25,171088.25329545455,-51739.003295454546
Yotrio Group,Leisure & home manufacturing,2453.5,54371.64676470588,-51918.14676470588
Radio Flyer Inc,Leisure & home manufacturing,1994.7,54371.64676470588,-52376.946764705885
Public Storage,Financial services,118625.12000000001,171088.25329545455,-52463.133295454536
Humanscale Corporation,Leisure & home manufacturing,1874.78,54371.64676470588,-52496.86676470588
RCS SYSTEMS INC,Leisure & home manufacturing,1534.5,54371.64676470588,-52837.14676470588
"Davies Office Refurbishing, Inc.",Leisure & home manufacturing,1144.0,54371.64676470588,-53227.64676470588
Keilhauer,Leisure & home manufacturing,698.43,54371.64676470588,-53673.21676470588
Allseating Corporation,Leisure & home manufacturing,414.86,54371.64676470588,-53956.78676470588
Cousin Corporation of America,Leisure & home manufacturing,331.0,54371.64676470588,-54040.64676470588
Via Seating,Leisure & home manufacturing,324.73,54371.64676470588,-54046.91676470588
"Dorel Home Furnishings, Inc.",Leisure & home manufacturing,3.0,54371.64676470588,-54368.64676470588
Baublebar,Leisure & home manufacturing,0.0,54371.64676470588,-54371.64676470588
J W Mfg,Leisure & home manufacturing,0.0,54371.64676470588,-54371.64676470588
MCS,Leisure & home manufacturing,0.0,54371.64676470588,-54371.64676470588
JIMCO LAMP & MANUFACTURING CO,Leisure & home manufacturing,0.0,54371.64676470588,-54371.64676470588
INSIGHT PROMOTIONS LLC,Leisure & home manufacturing,0.0,54371.64676470588,-54371.64676470588
Multipet International,Leisure & home manufacturing,0.0,54371.64676470588,-54371.64676470588
"YUPPIE PUPPY PET PRODUCTS, INC",Leisure & home manufacturing,0.0,54371.64676470588,-54371.64676470588
Royal Bank of Canada,Financial services,116495.0,171088.25329545455,-54593.253295454546
Laboratory Corporation of America Holdings,Health care provision,248691.0,305551.2158333333,-56860.21583333332
"MetLife, Inc.",Financial services,112483.0,171088.25329545455,-58605.253295454546
"Tri-Union Frozen Products, Inc.",Fish & animal farming,0.0,61482.333333333336,-61482.333333333336
"Marsh & McLennan Companies, Inc.",Financial services,107907.93,171088.25329545455,-63180.32329545455
Fifth Third Bancorp,Financial services,105565.0,171088.25329545455,-65523.253295454546
SL Green Realty Corp.,Financial services,105312.67666666667,171088.25329545455,-65775.57662878788
"MSA Safety, Inc.",Plastic product manufacturing,27656.7,94117.4662,-66460.7662
Amphenol Corporation,Electrical & electronic equipment,326537.5,393877.94455128204,-67340.44455128204
Humana Inc.,Financial services,102686.0,171088.25329545455,-68402.25329545455
HP Inc,Electrical & electronic equipment,324075.0,393877.94455128204,-69802.94455128204
State Street Corporation,Financial services,100112.75,171088.25329545455,-70975.50329545455
Cypress Semiconductor Corporation,Electrical & electronic equipment,320389.0,393877.94455128204,-73488.94455128204
TTR Transport,Road transport,30930.790000000005,104597.91750000001,-73667.1275
Agilent Technologies Inc.,Medical equipment & supplies,59484.25,137876.427,-78392.177
Sun Life Financial Inc.,Financial services,91426.0,171088.25329545455,-79662.25329545455
Tessy Plastics,Plastic product manufacturing,12737.550000000001,94117.4662,-81379.91619999999
Huntington Bancshares Incorporated,Financial services,87000.0,171088.25329545455,-84088.25329545455
GW Plastics,Plastic product manufacturing,9498.5,94117.4662,-84618.9662
Tecomet,Medical equipment & supplies,50868.0,137876.427,-87008.427
SHANGHAI YINGSHUO PLASTIC CO;LTD,Plastic product manufacturing,7079.16,94117.4662,-87038.30619999999
Gates Corporation,Plastic product manufacturing,5766.0,94117.4662,-88351.4662
Avantor,Medical equipment & supplies,49208.0,137876.427,-88668.427
Quest Diagnostics Incorporated,Health care provision,216480.5,305551.2158333333,-89070.71583333332
"Altria Group, Inc.",Tobacco,332258.0,422265.41,-90007.40999999997
AvalonBay Communities,Financial services,80752.0,171088.25329545455,-90336.25329545455
"Precision Tool & Mold, Inc.",Plastic product manufacturing,841.5400000000001,94117.4662,-93275.9262
MINIATURE PRECISION COMP.,Plastic product manufacturing,465.12,94117.4662,-93652.3462
"CASCADE ENGINEERING, INC.",Plastic product manufacturing,41.949999999999996,94117.4662,-94075.5162
ALP LIGHTING COMPONENTS,Plastic product manufacturing,36.41,94117.4662,-94081.05619999999
"EMU PLASTICS (TEX) LIMITED, INC.",Plastic product manufacturing,0.0,94117.4662,-94117.4662
MAMCO PRECISION MOLDING,Plastic product manufacturing,0.0,94117.4662,-94117.4662
WISE PLASTICS TECHNOLOGIES,Plastic product manufacturing,0.0,94117.4662,-94117.4662
"CAROLINA PRECISION PLASTICS, LLC",Plastic product manufacturing,0.0,94117.4662,-94117.4662
Mold-Rite Plastics LLC,Plastic product manufacturing,0.0,94117.4662,-94117.4662
QP HOLDINGS LLC DBA QUANTUM PLASTIC,Plastic product manufacturing,0.0,94117.4662,-94117.4662
PACKAGING PRODUCTS CORP,Plastic product manufacturing,0.0,94117.4662,-94117.4662
BEEMAKPLASTICSINC,Plastic product manufacturing,0.0,94117.4662,-94117.4662
Hollander Home Fashions,Plastic product manufacturing,0.0,94117.4662,-94117.4662
"TRICOR PACIFIC CAPITAL, INC",Plastic product manufacturing,0.0,94117.4662,-94117.4662
Nanjing Usa,Apparel design,683.76,95691.36375,-95007.60375000001
Stony Apparel Corporation,Apparel design,267.14,95691.36375,-95424.22375
"All Access Apparel, Inc.",Apparel design,177.15,95691.36375,-95514.21375000001
Faryl Robin Shoe Agent,Apparel design,2.86,95691.36375,-95688.50375
Chubb Limited,Financial services,73238.0,171088.25329545455,-97850.25329545455
"Prudential Financial, Inc.",Financial services,72517.0,171088.25329545455,-98571.25329545455
"Genpact International, LLC",IT & software development,94494.0,193074.4487037037,-98580.4487037037
Cigna,Financial services,69953.0,171088.25329545455,-101135.25329545455
Varian Medical Systems Inc,Medical equipment & supplies,33952.0,137876.427,-103924.427
ABF,Road transport,0.0,104597.91750000001,-104597.91750000001
"PerkinElmer, Inc.",Medical equipment & supplies,31948.0,137876.427,-105928.427
Macerich Co.,Financial services,65121.72,171088.25329545455,-105966.53329545454
ShawCor Ltd.,Industrial support services,107348.0,216348.259,-109000.25899999999
West Pharmaceutical Services,Medical equipment & supplies,28633.0,137876.427,-109243.427
H&R Real Estate Investment Trust,Financial services,61697.0,171088.25329545455,-109391.25329545455
KeyCorp,Financial services,60429.27,171088.25329545455,-110658.98329545456
Waters Corporation,Medical equipment & supplies,27100.0,137876.427,-110776.427
Canadian Imperial Bank of Commerce (CIBC),Financial services,59924.0,171088.25329545455,-111164.25329545455
Finning International Inc.,Industrial support services,104756.0,216348.259,-111592.25899999999
Citizens Financial Group Inc,Financial services,58034.0,171088.25329545455,-113054.25329545455
"Hologic, Inc.",Medical equipment & supplies,24041.645000000004,137876.427,-113834.78199999999
"The Travelers Companies, Inc.",Financial services,55471.0,171088.25329545455,-115617.25329545455
Power Corporation of Canada,Financial services,54024.0,171088.25329545455,-117064.25329545455
Charles Schwab Corporation,Financial services,53809.0,171088.25329545455,-117279.25329545455
Bristol-Myers Squibb,Biotech & pharma,372000.0,490762.4593333333,-118762.4593333333
Graphic Packaging International LLC,Paper products & packaging,2106428.0,2227132.4977777777,-120704.49777777772
"VMware, Inc",IT & software development,71978.0,193074.4487037037,-121096.4487037037
"Adobe, Inc.",IT & software development,70993.0,193074.4487037037,-122081.4487037037
Leidos,IT & software development,69814.0,193074.4487037037,-123260.4487037037
Power Financial Corporation,Financial services,47632.0,171088.25329545455,-123456.25329545455
Great-West Lifeco Inc.,Financial services,46904.0,171088.25329545455,-124184.25329545455
Comerica Incorporated,Financial services,46287.0,171088.25329545455,-124801.25329545455
"Principal Financial Group, Inc.",Financial services,43450.0,171088.25329545455,-127638.25329545455
REGAL BELOIT,Electrical & electronic equipment,266009.0125,393877.94455128204,-127868.93205128203
Alliance Data Systems,Financial services,42422.0,171088.25329545455,-128666.25329545455
"The Hartford Financial Services Group, Inc.",Financial services,41707.5,171088.25329545455,-129380.75329545455
Kilroy Realty,Financial services,41397.0,171088.25329545455,-129691.25329545455
Symantec Corporation,IT & software development,63252.0,193074.4487037037,-129822.4487037037
ERGOTRON,Medical equipment & supplies,7777.0,137876.427,-130099.427
Kimco Realty,Financial services,39037.759999999995,171088.25329545455,-132050.49329545454
"Franklin Resources, Inc.",Financial services,36304.58,171088.25329545455,-134783.67329545453
"L Brands, Inc.",Discretionary retail,264167.0,399419.16086956527,-135252.16086956527
MEDELA INC,Medical equipment & supplies,433.415,137876.427,-137443.012
Stance Healthcare,Medical equipment & supplies,46.28,137876.427,-137830.147
"Comar, Inc.",Medical equipment & supplies,0.0,137876.427,-137876.427
Dentsply Sirona Inc.,Medical equipment & supplies,0.0,137876.427,-137876.427
Teleflex Incorporated,Medical equipment & supplies,0.0,137876.427,-137876.427
"T. Rowe Price Associates, Inc.",Financial services,32957.06,171088.25329545455,-138131.19329545455
Cincinnati Financial Corporation,Financial services,32496.89,171088.25329545455,-138591.36329545453
BorgWarner,Powered machinery,352853.0,492140.990263158,-139287.990263158
Unisys Corporation,IT & software development,51741.0,193074.4487037037,-141333.4487037037
Campbell Soup Company,Food & beverage processing,740801.75,882845.2198484848,-142043.46984848485
"Assurant, Inc.",Financial services,28372.0,171088.25329545455,-142716.25329545455
"Nordstrom, Inc.",Discretionary retail,255912.0,399419.16086956527,-143507.16086956527
BlackRock,Financial services,26849.66,171088.25329545455,-144238.59329545454
Unum Group,Financial services,24255.0,171088.25329545455,-146833.25329545455
Desjardins Group,Financial services,21503.0,171088.25329545455,-149585.25329545455
"Synopsys, Inc.",IT & software development,43220.16,193074.4487037037,-149854.2887037037
"Ameriprise Financial, Inc.",Financial services,19058.31,171088.25329545455,-152029.94329545455
AFLAC Incorporated,Financial services,18988.333333333336,171088.25329545455,-152099.9199621212
Voya Financial,Financial services,17497.0,171088.25329545455,-153591.25329545455
"Amgen, Inc.",Biotech & pharma,336322.0,490762.4593333333,-154440.4593333333
Navient Corp,Financial services,14022.4,171088.25329545455,-157065.85329545455
Lincoln National Corporation,Financial services,13669.465,171088.25329545455,-157418.78829545455
KEMET Corporation,Electrical & electronic equipment,236056.59,393877.94455128204,-157821.35455128204
Invesco Ltd,Financial services,12487.0,171088.25329545455,-158601.25329545455
Intact Financial Corporation,Financial services,12483.0,171088.25329545455,-158605.25329545455
"American International Group, Inc. (AIG)",Financial services,9122.0,171088.25329545455,-161966.25329545455
"Technical Consumer Products, Inc",Electrical & electronic equipment,230000.0,393877.94455128204,-163877.94455128204
Prologis,Financial services,6299.333333333334,171088.25329545455,-164788.9199621212
"Genworth Financial, Inc.",Financial services,5948.55,171088.25329545455,-165139.70329545456
National Bank of Canada,Financial services,5736.0,171088.25329545455,-165352.25329545455
"Analog Devices, Inc.",Electrical & electronic equipment,228404.33333333334,393877.94455128204,-165473.6112179487
Industrial Alliance Insurance and Financial Services Inc.,Financial services,4335.0,171088.25329545455,-166753.25329545455
"Legg Mason, Inc.",Financial services,3451.59,171088.25329545455,-167636.66329545455
"CommScope, Inc.",Electrical & electronic equipment,224321.97,393877.94455128204,-169555.97455128204
Affiliated Managers Group,Financial services,1161.415,171088.25329545455,-169926.83829545454
IGM Financial Inc.,Financial services,726.0,171088.25329545455,-170362.25329545455
"Hannon Armstrong Sustainable Infrastructure Capital, Inc",Financial services,70.5,171088.25329545455,-171017.75329545455
Wheaton Precious Metals,Financial services,25.93,171088.25329545455,-171062.32329545455
GRANITE SOLUTIONS GROUPE,Financial services,0.0,171088.25329545455,-171088.25329545455
Eaton Vance,Financial services,0.0,171088.25329545455,-171088.25329545455
MILLENNIUM REAL ESTATE SERVICE,Financial services,0.0,171088.25329545455,-171088.25329545455
Extra Space Storage Inc,Financial services,0.0,171088.25329545455,-171088.25329545455
"Safeguard Properties, LLC",Financial services,0.0,171088.25329545455,-171088.25329545455
SEI Investments Company,Financial services,0.0,171088.25329545455,-171088.25329545455
SECURIAN FINANCIAL GROUP INC,Financial services,0.0,171088.25329545455,-171088.25329545455
Boardwalk REIT,Financial services,0.0,171088.25329545455,-171088.25329545455
Laurentian Bank of Canada,Financial services,0.0,171088.25329545455,-171088.25329545455
Cardinal Health Inc.,"Trading, wholesale, distribution, rental & leasing",417000.0,588969.6082795699,-171969.6082795699
Intuit Inc.,IT & software development,20928.0,193074.4487037037,-172146.4487037037
Teradata Corp.,IT & software development,19620.333333333332,193074.4487037037,-173454.11537037036
Virtusa,IT & software development,18028.87,193074.4487037037,-175045.5787037037
"Autodesk, Inc.",IT & software development,13611.0,193074.4487037037,-179463.4487037037
ServiceNow Inc,IT & software development,13550.0,193074.4487037037,-179524.4487037037
ICF International,IT & software development,8639.61,193074.4487037037,-184434.83870370372
BlackBerry Limited,IT & software development,8005.790000000001,193074.4487037037,-185068.6587037037
Lenovo Group,Electrical & electronic equipment,207352.0,393877.94455128204,-186525.94455128204
QUALCOMM Inc.,Electrical & electronic equipment,206482.0,393877.94455128204,-187395.94455128204
Telos Corporation,IT & software development,4446.0,193074.4487037037,-188628.4487037037
TDK TECHNOLOGIES LLC,IT & software development,336.0,193074.4487037037,-192738.4487037037
SHARPER TECHNOLOGY,IT & software development,4.0,193074.4487037037,-193070.4487037037
AKVELON INC,IT & software development,0.0,193074.4487037037,-193074.4487037037
OSLO SOLUTIONS LLC,IT & software development,0.0,193074.4487037037,-193074.4487037037
OKTA,IT & software development,0.0,193074.4487037037,-193074.4487037037
GENESYS EUROPE LTD (Global),IT & software development,0.0,193074.4487037037,-193074.4487037037
THE PEER GROUP INC.,IT & software development,0.0,193074.4487037037,-193074.4487037037
BOTTOMLINE TECHNOLOGIES EUROPE LTD,IT & software development,0.0,193074.4487037037,-193074.4487037037
"comScore, Inc.",IT & software development,0.0,193074.4487037037,-193074.4487037037
Conference Technologies,IT & software development,0.0,193074.4487037037,-193074.4487037037
Fair Isaac Corporation,IT & software development,0.0,193074.4487037037,-193074.4487037037
MIRANTIS INC,IT & software development,0.0,193074.4487037037,-193074.4487037037
ZEN3 INFOSOLUTIONS AMERICA INC,IT & software development,0.0,193074.4487037037,-193074.4487037037
"Cadence Design Systems, Inc.",IT & software development,0.0,193074.4487037037,-193074.4487037037
CCL Industries,Light manufacturing,177204.77,372889.305,-195684.535
Multi-Color NACPG,Light manufacturing,169294.0,372889.305,-203595.305
Starbucks Corporation,"Bars, hotels & restaurants",1123551.96,1333837.9679999999,-210286.0079999999
Celestica Inc.,Electrical & electronic equipment,183372.0,393877.94455128204,-210505.94455128204
MIDWEST WAREHOUSE,Industrial support services,5051.0,216348.259,-211297.259
WESTERN CARRIERS,Industrial support services,1593.59,216348.259,-214754.669
eBay Inc.,Discretionary retail,184078.0,399419.16086956527,-215341.16086956527
"OMARK Consultants, Inc.",Industrial support services,1.0,216348.259,-216347.259
PS ENERGY GROUP INC,Industrial support services,0.0,216348.259,-216348.259
NATIONAL RESPONSE,Industrial support services,0.0,216348.259,-216348.259
Industrial Services Corp,Industrial support services,0.0,216348.259,-216348.259
Lennox International Inc,Electrical & electronic equipment,168100.0,393877.94455128204,-225777.94455128204
ALERIS,Transportation equipment,414225.0,645252.6023913043,-231027.60239130433
Conagra Brands Inc,Food & beverage processing,647223.0,882845.2198484848,-235622.21984848485
Masco Corporation,Metal products manufacturing,136431.0,372143.78133333335,-235712.78133333335
L3Harris Technologies INC,Electrical & electronic equipment,155528.0,393877.94455128204,-238349.94455128204
Xerox Corporation,Electrical & electronic equipment,151877.0,393877.94455128204,-242000.94455128204
LITTELFUSE,Electrical & electronic equipment,141478.16,393877.94455128204,-252399.78455128203
Cooper Standard Automotive,Transportation equipment,390600.0,645252.6023913043,-254652.60239130433
Rockwell Automation,Electrical & electronic equipment,125600.0,393877.94455128204,-268277.94455128204
Edwards Lifesciences Corp,Health care provision,36360.5,305551.2158333333,-269190.7158333333
US Cold Storage,Electrical & electronic equipment,118427.0,393877.94455128204,-275450.94455128204
CHALLENGER BRASS & COPPER,Metal products manufacturing,91472.0,372143.78133333335,-280671.78133333335
American Packaging,Metal products manufacturing,87860.0,372143.78133333335,-284283.78133333335
"Lexmark International, Inc.",Electrical & electronic equipment,103140.0,393877.94455128204,-290737.94455128204
NetApp Inc.,Electrical & electronic equipment,101886.0,393877.94455128204,-291991.94455128204
Kinross Gold Corporation,Metallic mineral mining,942936.25,1236396.51,-293460.26
Plexus,Electrical & electronic equipment,99051.0,393877.94455128204,-294826.94455128204
Lam Research Corp.,Electrical & electronic equipment,92563.37,393877.94455128204,-301314.57455128204
"Canadian Tire Corporation, Limited",Discretionary retail,95961.0,399419.16086956527,-303458.16086956527
KOBO PRODUCTS,Health care provision,1920.0,305551.2158333333,-303631.2158333333
Motorola Solutions,Electrical & electronic equipment,89938.0,393877.94455128204,-303939.94455128204
CAE Inc.,Electrical & electronic equipment,87825.0,393877.94455128204,-306052.94455128204
KOCH ENTERPRISES INC,Metal products manufacturing,65000.0,372143.78133333335,-307143.78133333335
Pitney Bowes Inc.,Electrical & electronic equipment,76584.0,393877.94455128204,-317293.94455128204
"Pyxus International, Inc.",Tobacco,104039.23,422265.41,-318226.18
Keysight Technologies Inc,Electrical & electronic equipment,73999.75000000001,393877.94455128204,-319878.19455128204
NVIDIA Corporation,Electrical & electronic equipment,67611.0,393877.94455128204,-326266.94455128204
Abercrombie & Fitch Co.,Discretionary retail,71561.0,399419.16086956527,-327858.16086956527
ARTESYN EMBEDDED TECHNOLOGIES,Electrical & electronic equipment,61333.1,393877.94455128204,-332544.84455128206
"Advanced Micro Devices, Inc",Electrical & electronic equipment,60583.0,393877.94455128204,-333294.94455128204
"Juniper Networks, Inc.",Electrical & electronic equipment,59862.0,393877.94455128204,-334015.94455128204
Precision Valve Corporation,Metal products manufacturing,35755.03,372143.78133333335,-336388.7513333333
Allergan plc,Biotech & pharma,153428.0,490762.4593333333,-337334.4593333333
General Dynamics Corporation,Transportation equipment,306160.5,645252.6023913043,-339092.10239130433
Apple Inc.,Electrical & electronic equipment,54590.0,393877.94455128204,-339287.94455128204
Tapestry Inc,Discretionary retail,58303.57,399419.16086956527,-341115.59086956526
Charles River Laboratories International Inc.,Biotech & pharma,148910.4,490762.4593333333,-341852.0593333333
Kimball Electronics,Electrical & electronic equipment,51894.35,393877.94455128204,-341983.59455128206
Norwood Medical,Metal products manufacturing,28515.0,372143.78133333335,-343628.78133333335
UNFI,"Trading, wholesale, distribution, rental & leasing",242230.0,588969.6082795699,-346739.6082795699
KLA,Electrical & electronic equipment,46019.5,393877.94455128204,-347858.44455128204
Applied Materials Inc.,Electrical & electronic equipment,45326.0,393877.94455128204,-348551.94455128204
Bel Fuse Inc.,Metal products manufacturing,21997.39,372143.78133333335,-350146.39133333333
Visteon,Electrical & electronic equipment,42334.0,393877.94455128204,-351543.94455128204
PACCAR Inc,Transportation equipment,292717.0,645252.6023913043,-352535.60239130433
Tiffany & Co.,Discretionary retail,44571.0,399419.16086956527,-354848.16086956527
Bryce Corporation,Light manufacturing,15384.0,372889.305,-357505.305
CY Top,Metal products manufacturing,12000.0,372143.78133333335,-360143.78133333335
Bizlink,Electrical & electronic equipment,32160.56,393877.94455128204,-361717.38455128204
"Guess ?, Inc.",Discretionary retail,36442.0,399419.16086956527,-362977.16086956527
Teradyne Inc.,Electrical & electronic equipment,30312.0,393877.94455128204,-363565.94455128204
Milestone AV Technologies,Metal products manufacturing,8207.0,372143.78133333335,-363936.78133333335
UNYTITE,Metal products manufacturing,6034.7,372143.78133333335,-366109.08133333334
"Marvell Technology Group, Ltd.",Electrical & electronic equipment,26905.07,393877.94455128204,-366972.87455128203
Hamilton Safe Company,Metal products manufacturing,4200.0,372143.78133333335,-367943.78133333335
Xilinx Inc,Electrical & electronic equipment,24766.0,393877.94455128204,-369111.94455128204
LUMENTUM,Electrical & electronic equipment,22843.0,393877.94455128204,-371034.94455128204
AJ ROSE MANUFACTURING COMPANY,Metal products manufacturing,943.66,372143.78133333335,-371200.1213333334
ANISA INTERNATIONAL INC,Light manufacturing,1389.29,372889.305,-371500.015
Delphi Productions Inc,Light manufacturing,1136.94,372889.305,-371752.365
SPRINGFIELD MACHINE & TOOL INC,Metal products manufacturing,347.0,372143.78133333335,-371796.78133333335
ADTRAN INC,Electrical & electronic equipment,22051.0,393877.94455128204,-371826.94455128204
Zatkoff Seals and Packing,Light manufacturing,1047.77,372889.305,-371841.535
Collison-Goll Limited,Metal products manufacturing,21.08,372143.78133333335,-372122.70133333333
"JAYNA, INC.",Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
"Modern Machine & Metal Fabricators, Inc.",Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
Vander Bend,Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
STAR MANUFACTURING,Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
"HERD MANUFACTURING, INC.",Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
Charleston Metal Products,Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
Apollo Microwaves Ltd.,Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
MW Industries,Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
Valmont Inc,Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
BWAY Corporation,Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
W SOULE & CO,Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
STEWART MANUFACTURING LLC,Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
Martinrea International Inc.,Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
NATIONAL-STANDARD COMPANY,Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
"Kreher Steel Company, LLC",Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
C & M Manufacturing Corporation,Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
NATIONAL FRAME RAIL INC,Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
"Dee Zee, Inc.",Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
TRINITY FORGE,Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
AMERICAN MACHINE WORKS INC,Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
BWI Group,Metal products manufacturing,0.0,372143.78133333335,-372143.78133333335
Chroma,Light manufacturing,0.0,372889.305,-372889.305
Stephen Gould Corp,Light manufacturing,0.0,372889.305,-372889.305
C-P Flexible Packaging,Light manufacturing,0.0,372889.305,-372889.305
Reynolds Consumer Products,Light manufacturing,0.0,372889.305,-372889.305
QPSI,Light manufacturing,0.0,372889.305,-372889.305
"ROYAL CONSUMER INFORMATION PRODUCTS, INC.",Electrical & electronic equipment,19459.0,393877.94455128204,-374418.94455128204
Ciena Corp.,Electrical & electronic equipment,19411.68,393877.94455128204,-374466.26455128205
"Integrated Device Technology, Inc.",Electrical & electronic equipment,15276.0,393877.94455128204,-378601.94455128204
Ribbon,Electrical & electronic equipment,13552.7,393877.94455128204,-380325.244551282
LATTICE SEMICONDUCTOR,Electrical & electronic equipment,12444.0,393877.94455128204,-381433.94455128204
Form Factor Inc.,Electrical & electronic equipment,12396.0,393877.94455128204,-381481.94455128204
Trimble Navigation Ltd.,Electrical & electronic equipment,11161.85,393877.94455128204,-382716.09455128206
Biogen Inc.,Biotech & pharma,104716.25,490762.4593333333,-386046.2093333333
NEOPHOTONICS CORPORATION,Electrical & electronic equipment,7429.629999999999,393877.94455128204,-386448.31455128203
Arista Networks,Electrical & electronic equipment,6674.02,393877.94455128204,-387203.924551282
SMART Modular Technologies,Electrical & electronic equipment,5730.165,393877.94455128204,-388147.77955128206
"Itron, Inc.",Electrical & electronic equipment,3445.0,393877.94455128204,-390432.94455128204
BOYD,Electrical & electronic equipment,3418.93,393877.94455128204,-390459.01455128205
Xylem Inc,Powered machinery,100904.86499999999,492140.990263158,-391236.125263158
Netgear,Electrical & electronic equipment,2427.995,393877.94455128204,-391449.94955128204
VIVOTEK LTD,Electrical & electronic equipment,1212.555,393877.94455128204,-392665.38955128205
Turtle & Hughes,Electrical & electronic equipment,773.5,393877.94455128204,-393104.44455128204
Actiontec Electronics,Electrical & electronic equipment,277.0,393877.94455128204,-393600.94455128204
SEMTECH,Electrical & electronic equipment,232.0,393877.94455128204,-393645.94455128204
