organization,primary_sector,scope1,scope2,scope3,scope1_2,scope_weighted,total_emission
"exp U.S. Services, Inc",Specialized professional services,0.0,,,0.0,,0.0
Kohler Co.,Leisure & home manufacturing,431991.0,427909.0,,859900.0,,859900.0
US Foods,"Trading, wholesale, distribution, rental & leasing",586799.13,178996.65,4238.72,765795.78,347946.304,770034.5
"HARVEST LAND CO-OP, INC.",Crop farming,,,,0.0,,0.0
CREE INC.,Electrical & electronic equipment,255500.0,172376.0,31435616.714285713,427876.0,6466586.142857143,31863492.714285713
Dakkota,Transportation equipment,22006.0,5068.0,,27074.0,,27074.0
Cooper Standard Automotive,Transportation equipment,83571.0,307029.0,,390600.0,,390600.0
Innospec Inc.,Chemicals,53299.0,32477.0,15413.0,85776.0,39475.2,101189.0
Norwood Medical,Metal products manufacturing,489.0,28026.0,,28515.0,,28515.0
KC Transportation,Intermodal transport & logistics,,,,0.0,,0.0
Martinrea International Inc.,Metal products manufacturing,,,,0.0,,0.0
Neapco,Powered machinery,,,,0.0,,0.0
Piston Automotive,Transportation equipment,0.0,,10257.183333333332,0.0,,10257.183333333332
TTR Transport,Road transport,30930.790000000005,,268969.198,30930.790000000005,,299899.98799999995
SEMTECH,Electrical & electronic equipment,105.5,126.5,103.0,232.0,111.29999999999998,335.0
KEMET Corporation,Electrical & electronic equipment,24522.65,211533.94,,236056.59,,236056.59
PolyOne,Chemicals,22485.59,250214.95,48370.75,272700.54000000004,95981.43,321071.29000000004
Univar Solutions,"Trading, wholesale, distribution, rental & leasing",96250.0,26923.5,,123173.5,,123173.5
Shason Inc.,"Trading, wholesale, distribution, rental & leasing",,,,0.0,,0.0
Hollander Home Fashions,Plastic product manufacturing,,,,0.0,,0.0
Pacific Market International,Discretionary retail,11.25,928.6,11665.6,939.85,2617.3250000000003,12605.45
Schawk Inc,Web & marketing services,723.39,4562.18,,5285.570000000001,,5285.570000000001
CY Top,Metal products manufacturing,6000.0,6000.0,,12000.0,,12000.0
Jiangyin Shule,Textiles & fabric goods,614.5,,,614.5,,614.5
MCS,Leisure & home manufacturing,,,,0.0,,0.0
"Davies Office Refurbishing, Inc.",Leisure & home manufacturing,920.0,224.0,,1144.0,,1144.0
"Kimball International, Inc.",Leisure & home manufacturing,5406.505,22676.635,642.04,28083.14,9634.650999999998,28725.18
National Office Furniture,Leisure & home manufacturing,3725.34,20073.28,1110.78,23798.62,8106.8099999999995,24909.399999999998
Bernhardt Design a Division of Bernhardt Furniture Company,Leisure & home manufacturing,697.0,3191.0,,3888.0,,3888.0
Actiontec Electronics,Electrical & electronic equipment,,277.0,1505.315,277.0,,1782.315
Allseating Corporation,Leisure & home manufacturing,307.7,107.16,,414.86,,414.86
HNI Corporation,Leisure & home manufacturing,57119.0,81959.0,90591.42857142857,139078.0,71265.4857142857,229669.42857142858
"Krueger International, Inc",Leisure & home manufacturing,13194.74,11967.29,,25162.03,,25162.03
Bel Fuse Inc.,Metal products manufacturing,1052.39,20945.0,,21997.39,,21997.39
Inscape Corporation,Leisure & home manufacturing,3157.5,477.5,,3635.0,,3635.0
Edwards Lifesciences Corp,Health care provision,8763.5,27597.0,23602.0,36360.5,17381.25,59962.5
Tourmaline Oil Corp,Oil & gas extraction & production,1440428.0,245073.5,,1685501.5,,1685501.5
Xylem Inc,Powered machinery,42579.049999999996,58325.815,374653.6666666667,100904.86499999999,113718.00283333333,475558.5316666667
"VMware, Inc",IT & software development,4454.0,67524.0,47265.34,71978.0,31937.268,119243.34
ENGIE Impact,Specialized professional services,90.74,920.0,817.35,1010.74,484.84000000000003,1828.0900000000001
Trans-Expedite Inc.,Intermodal transport & logistics,876.86,,876.86,876.86,,1753.72
Trendway Corporation,Leisure & home manufacturing,2830.77,3030.33,479.8833333333334,5861.1,2420.460666666667,6340.983333333334
CHALLENGER BRASS & COPPER,Metal products manufacturing,91472.0,,,91472.0,,91472.0
Trinseo LLC,Wood & rubber products,245642.0,816324.0,1269153.0,1061966.0,621548.7999999999,2331119.0
Tennant Company,Powered machinery,25231.100000000002,13794.4,103468.0,39025.5,37447.47,142493.5
ALLEGIS GROUP SAS,Specialized professional services,,,,0.0,,0.0
CITY BREWING COMPANY LLC,Food & beverage processing,7515.0,,,7515.0,,7515.0
Bright International Corp.,Chemicals,120.0,882.0,1805.375,1002.0,685.675,2807.375
KOBO PRODUCTS,Health care provision,513.0,1407.0,32.0,1920.0,684.9999999999999,1952.0
BWAY Corporation,Metal products manufacturing,,,,0.0,,0.0
Aurora Corp of America,Electrical & electronic equipment,,,,0.0,,0.0
"Bradshaw International, Inc.","Trading, wholesale, distribution, rental & leasing",,,,0.0,,0.0
"BRADFORD SOAP WORKS, INC.",Chemicals,,,,0.0,,0.0
Bumble Bee Foods LLC,Fish & animal farming,20557.0,7013.0,,27570.0,,27570.0
"The Hain Celestial Group, Inc.",Food & beverage processing,36100.0,66899.0,,102999.0,,102999.0
Chroma,Light manufacturing,,,,0.0,,0.0
CRC INDUSTRIES INC,Chemicals,1015.0,1015.0,,2030.0,,2030.0
Paris Presents LTD,"Trading, wholesale, distribution, rental & leasing",0.0,427.3,1257.6,427.3,379.71,1684.8999999999999
PEKING HANDICRAFT INC,Textiles & fabric goods,13.48,72.74,580.99,86.22,144.76,667.21
Roskam Baking Company/Rothbury Farms,Food & beverage processing,27653.0,,,27653.0,,27653.0
Greensource,Textiles & fabric goods,,,,0.0,,0.0
"Technical Consumer Products, Inc",Electrical & electronic equipment,230000.0,,200000.0,230000.0,,430000.0
Town & Country Linen,Textiles & fabric goods,,,,0.0,,0.0
"Tri-Union Frozen Products, Inc.",Fish & animal farming,,,,0.0,,0.0
"Tree Top, Inc.",Food & beverage processing,58296.0,18095.0,7243.5,76391.0,36025.2,83634.5
"YUPPIE PUPPY PET PRODUCTS, INC",Leisure & home manufacturing,,,,0.0,,0.0
Moody Dunbar Inc,Food & beverage processing,5062.5,4685.0,935.8333333333334,9747.5,4123.916666666667,10683.333333333334
Multipet International,Leisure & home manufacturing,0.0,,,0.0,,0.0
Icon Health & Fitness Inc,Specialized professional services,,,,0.0,,0.0
INDULGENT FOODS,"Trading, wholesale, distribution, rental & leasing",,,,0.0,,0.0
"Interstate Meat Dist., Inc.",Food & beverage processing,,,,0.0,,0.0
J M Farms,Crop farming,7715.0199999999995,5988.82,,13703.84,,13703.84
J W Mfg,Leisure & home manufacturing,,,,0.0,,0.0
JIMCO LAMP & MANUFACTURING CO,Leisure & home manufacturing,,,,0.0,,0.0
Alliance Data Systems,Financial services,2331.0,40091.0,19074.6,42422.0,17007.72,61496.6
"Essential Utilities, Inc",Non-energy utilities,16304.0,41581.0,30156.0,57885.0,26657.5,88041.0
"Cadence Design Systems, Inc.",IT & software development,,,,0.0,,0.0
Charles River Laboratories International Inc.,Biotech & pharma,75797.4,73113.0,16225.507142857143,148910.4,63077.70142857142,165135.90714285715
Digital Realty Trust Inc,Financial services,25544.0,2770386.0,200645.43,2795930.0,884016.8859999999,2996575.43
Dunkin' Brands Group,"Bars, hotels & restaurants",1980.0,906.0,8144.2,2886.0,2890.6400000000003,11030.2
"Fossil, Inc.",Leisure & home manufacturing,4217.34,36364.21,28544.640909090915,40581.55,18726.86118181818,69126.19090909092
Greif Inc,Metal products manufacturing,376681.0,415878.0,358375.0,792559.0,384778.9,1150934.0
"Guess ?, Inc.",Discretionary retail,1532.0,34910.0,70885.81818181818,36442.0,25416.163636363635,107327.81818181818
Henry Schein Inc.,"Trading, wholesale, distribution, rental & leasing",15516.0,10267.0,,25783.0,,25783.0
"Hologic, Inc.",Medical equipment & supplies,17517.620000000003,6524.025000000001,,24041.645000000004,,24041.645000000004
Ingram Micro Inc.,Commercial & consumer services,20467.036666666667,59399.45333333334,11301.12,79866.49,30313.57833333333,91167.61
Lam Research Corp.,Electrical & electronic equipment,27426.3,65137.07,11182.335000000001,92563.37,35490.738,103745.705
Kosmos Energy Ltd.,Oil & gas extraction & production,109309.0,2339.58,2019.0,111648.58,55760.174000000006,113667.58
Lennox International Inc,Electrical & electronic equipment,102200.0,65900.0,13488250.0,168100.0,2768520.0,13656350.0
Macerich Co.,Financial services,20909.72,44212.0,43125.75,65121.72,32343.61,108247.47
ManpowerGroup,Specialized professional services,28521.0,28702.0,11825.75,57223.0,25236.25,69048.75
"Regeneron Pharmaceuticals, Inc.",Biotech & pharma,58092.0,38652.0,55894.15857142857,96744.0,51820.43171428571,152638.15857142856
"RPM International, Inc.",Chemicals,,,,0.0,,0.0
"Schnitzer Steel Industries, Inc.","Metal smelting, refining & forming",101324.0,51480.0,7132665.415000001,152804.0,1492639.0830000003,7285469.415000001
SL Green Realty Corp.,Financial services,9473.416666666666,95839.26,49616.0,105312.67666666667,43411.68633333333,154928.67666666667
"Smithfield Foods, Inc.",Food & beverage processing,519515.0,722404.0,,1241919.0,,1241919.0
Steel Dynamics Inc.,"Metal smelting, refining & forming",,,,0.0,,0.0
Teleflex Incorporated,Medical equipment & supplies,,,,0.0,,0.0
Trimble Navigation Ltd.,Electrical & electronic equipment,4433.29,6728.56,5136.88,11161.85,5262.589,16298.73
Verisk Analytics Inc,Specialized professional services,6830.77,12954.6,9775.65,19785.370000000003,9256.895,29561.020000000004
GRADY CRAWFORD CONSTRUCTION CO,Construction,,,,0.0,,0.0
PS ENERGY GROUP INC,Industrial support services,,,,0.0,,0.0
SHARPER TECHNOLOGY,IT & software development,4.0,,4.1033333333333335,4.0,,8.103333333333333
GENESYS EUROPE LTD (Global),IT & software development,,,,0.0,,0.0
PlanAhead,Paper products & packaging,10000.0,,,10000.0,,10000.0
BWI Group,Metal products manufacturing,,,,0.0,,0.0
RSC Chemical Solutions,Chemicals,0.0,,,0.0,,0.0
"Comar, Inc.",Medical equipment & supplies,,,,0.0,,0.0
EMCOR Group Inc.,Specialized professional services,3453.0,144.0,,3597.0,,3597.0
ModusLink Corporation,Intermodal transport & logistics,779.0,7415.0,1678.0,8194.0,2949.6,9872.0
Multi-Color NACPG,Light manufacturing,32056.0,137238.0,85147.0,169294.0,74228.8,254441.0
Humanscale Corporation,Leisure & home manufacturing,731.02,1143.76,24664.81818181818,1874.78,5641.601636363636,26539.59818181818
Keilhauer,Leisure & home manufacturing,544.56,153.87,,698.43,,698.43
Conference Technologies,IT & software development,0.0,,,0.0,,0.0
Mondelez International Inc,Food & beverage processing,819933.0,961291.0,2414436.0,1781224.0,1181241.0,4195660.0
PVH Corp,Apparel design,35039.0,108483.0,942267.25,143522.0,238517.85,1085789.25
Via Seating,Leisure & home manufacturing,187.29,137.44,256.0,324.73,186.077,580.73
Amtrak,Rail transport,704687.0,267558.0,229893.44444444444,972245.0,478589.58888888895,1202138.4444444445
Flowers Foods Inc,Food & beverage processing,183615.0,199031.0,,382646.0,,382646.0
AbbVie Inc,Biotech & pharma,311433.0,319136.0,174760.83333333334,630569.0,286409.4666666667,805329.8333333334
Extra Space Storage Inc,Financial services,,,,0.0,,0.0
Huntsman Corporation,Chemicals,1800576.0,,,1800576.0,,1800576.0
ServiceNow Inc,IT & software development,0.0,13550.0,26222.0,13550.0,9309.400000000001,39772.0
Kilroy Realty,Financial services,3889.3333333333335,37507.666666666664,174450729.09,41397.0,34903342.78466667,174492126.09
MRC Global Inc,"Trading, wholesale, distribution, rental & leasing",16666.666666666668,,,16666.666666666668,,16666.666666666668
"GZA Geoenvironmental, Inc.",Specialized professional services,316.77,904.69,,1221.46,,1221.46
MIDWEST WAREHOUSE,Industrial support services,1876.0,3175.0,,5051.0,,5051.0
WESTERN CARRIERS,Industrial support services,70.46000000000001,1523.1299999999999,8.26,1593.59,493.82099999999997,1601.85
BOYD,Electrical & electronic equipment,97.39,3321.54,,3418.93,,3418.93
Brady Corporation,Print & publishing services,58.0,1712.0,,1770.0,,1770.0
EPE INDUSTRIES,Commercial & consumer services,0.0,,,0.0,,0.0
EMO TRANS,Intermodal transport & logistics,96.57,197.98,,294.54999999999995,,294.54999999999995
ISSI,Electrical & electronic equipment,,,,0.0,,0.0
LATTICE SEMICONDUCTOR,Electrical & electronic equipment,12444.0,,,12444.0,,12444.0
LITTELFUSE,Electrical & electronic equipment,27987.14,113491.02,5815.41,141478.16,49203.958,147293.57
NEOPHOTONICS CORPORATION,Electrical & electronic equipment,260.19,7169.44,,7429.629999999999,,7429.629999999999
PCTEL,Electrical & electronic equipment,,,,0.0,,0.0
TAMRON,Powered machinery,1392.0,,23386.5,1392.0,,24778.5
VIVOTEK LTD,Electrical & electronic equipment,71.42999999999999,1141.125,,1212.555,,1212.555
SHANG HAI JING SHENG,Specialized professional services,20.0,,,20.0,,20.0
American Axle & MFG Holdings Inc,Metal products manufacturing,149932.8,933064.1,,1082996.9,,1082996.9
"Dee Zee, Inc.",Metal products manufacturing,,,,0.0,,0.0
SHAPE CORP,Transportation equipment,,,,0.0,,0.0
FEENEY BROTHERS EXCAVATION,Oil & gas storage & transportation,,,,0.0,,0.0
NORTHLINE UTILITIES,Energy utility networks,300.0,,,300.0,,300.0
G & W Electric,Electrical & electronic equipment,38.400000000000006,,,38.400000000000006,,38.400000000000006
Koppers Holdings Inc,Chemicals,369098.0,94365.0,962.0,463463.0,213050.9,464425.0
Leidos,IT & software development,2527.0,67287.0,42725.5,69814.0,29994.699999999997,112539.5
News Corp,Print & publishing services,28144.91,155356.36,137790.44444444444,183501.27,88237.45188888889,321291.7144444444
Stella-Jones Inc,Wood & paper materials,68657.42,21859.84,,90517.26,,90517.26
BRP,Transportation equipment,33661.0,38069.0,3367.0,71730.0,28924.6,75097.0
Voya Financial,Financial services,1327.0,16170.0,50632.857142857145,17497.0,15641.07142857143,68129.85714285714
IWCO DIRECT,Print & publishing services,3222.68,,,3222.68,,3222.68
PLATINUM GENERAL SERVICES,Construction,,,,0.0,,0.0
LANNER ELEC,Electrical & electronic equipment,0.0,,,0.0,,0.0
Bizlink,Electrical & electronic equipment,1441.38,30719.18,,32160.56,,32160.56
Yotrio Group,Leisure & home manufacturing,1269.5,1184.0,120.0,2453.5,1013.95,2573.5
NYC ALLIANCE COMPANY LLC,Textiles & fabric goods,,,,0.0,,0.0
Radio Flyer Inc,Leisure & home manufacturing,984.5,1010.2,15082.805,1994.7,3811.871,17077.505
Arista Networks,Electrical & electronic equipment,801.23,5872.79,151007.4,6674.02,32363.932,157681.41999999998
Gates Corporation,Plastic product manufacturing,210.5,5555.5,,5766.0,,5766.0
MINIATURE PRECISION COMP.,Plastic product manufacturing,232.56,232.56,,465.12,,465.12
Detroit Manufacturing Systems,Transportation equipment,,,,0.0,,0.0
M&M Cartage,Road transport,52759.41,387.47,,53146.880000000005,,53146.880000000005
Axalta Coating Systems,Chemicals,74690.5,126446.0,245219.0,201136.5,124322.84999999999,446355.5
MOSAIC SALES SOLUTIONS US OPERATING,Specialized professional services,,,,0.0,,0.0
ARTESYN EMBEDDED TECHNOLOGIES,Electrical & electronic equipment,1928.5700000000002,59404.53,3053.4225,61333.1,19396.3285,64386.5225
"Standard Iron & Wire Works, Inc.",Powered machinery,,,,0.0,,0.0
Industrial Services Corp,Industrial support services,,,,0.0,,0.0
Marwood International Inc,Powered machinery,,,,0.0,,0.0
SONIM TECHNOLOGIES INC,Electrical & electronic equipment,100.0,,,100.0,,100.0
"Franklin Press, Inc.",Print & publishing services,,,,0.0,,0.0
THE SERVICE COMPANIES DBA FULL SERVICE SYSTEMS,"Bars, hotels & restaurants",,,,0.0,,0.0
OFS Brands,Leisure & home manufacturing,39968.71,16558.57,,56527.28,,56527.28
CCOMM INTEGRATED TECHNOLOGY SERVICES INC,"Media, telecommunications & data center services",,,,0.0,,0.0
SAVANT ACCESS INCORPORATED,"Media, telecommunications & data center services",,,,0.0,,0.0
Stance Healthcare,Medical equipment & supplies,34.68,11.6,,46.28,,46.28
Sungard Availability Services (Sungard AS),Specialized professional services,5203.88,247116.19000000003,1709.2,252320.07000000004,77078.637,254029.27000000005
Navient Corp,Financial services,50.6,13971.8,,14022.4,,14022.4
Seven Generations Energy,Oil & gas extraction & production,1059318.21,6120.4,458.07,1065438.6099999999,531586.8389999999,1065896.68
Prairiesky Royalty Ltd,Land & property ownership & development,144.0,386.0,32.9,530.0,194.38000000000002,562.9
Endeavour Mining Corp,Metallic mineral mining,237803.0,30649.0,,268452.0,,268452.0
SHANGHAI YINGSHUO PLASTIC CO;LTD,Plastic product manufacturing,35.54,7043.62,161.73999999999998,7079.16,2163.2039999999997,7240.9
CUSTOM STEEL PROCESSING,"Metal smelting, refining & forming",,,,0.0,,0.0
STEWART MANUFACTURING LLC,Metal products manufacturing,,,,0.0,,0.0
HARTE-HANKS,Web & marketing services,,,,0.0,,0.0
POTTERS CONSTRUCTION,Construction,350.0,,,350.0,,350.0
MENEMSHA COMPANIES,Commercial & consumer services,,,,0.0,,0.0
AARON GROUP INC,"Trading, wholesale, distribution, rental & leasing",,,,0.0,,0.0
"Austin General Contracting, Inc.",Construction,199.7,400.29,,599.99,,599.99
VICKI'S PARTY PRO INC,Discretionary retail,,,,0.0,,0.0
"Bry-lex, Inc.","Trading, wholesale, distribution, rental & leasing",,,,0.0,,0.0
ABF,Road transport,,,,0.0,,0.0
ALERIS,Transportation equipment,209662.0,204563.0,,414225.0,,414225.0
AKVELON INC,IT & software development,0.0,,,0.0,,0.0
CATALYSIS Inc.,Specialized professional services,,,,0.0,,0.0
DESIGN LABORATORY INC,Specialized professional services,0.0,59.67,37.1025,59.67,25.3215,96.77250000000001
REDMOND TECHNOLOGY PARTNERS LLC,Specialized professional services,,,,0.0,,0.0
SUNRISE IDENTITY LLC,Textiles & fabric goods,64.02,133.6,,197.62,,197.62
THE SPUR GROUP INC,Specialized professional services,,,,0.0,,0.0
ZEN3 INFOSOLUTIONS AMERICA INC,IT & software development,,,,0.0,,0.0
Bay Corrugated,Paper products & packaging,23.9,5220.67,118.64,5244.57,1601.8790000000001,5363.21
C-P Flexible Packaging,Light manufacturing,,,,0.0,,0.0
Coalescence,Food & beverage processing,,,,0.0,,0.0
Grain Millers,Food & beverage processing,,,,0.0,,0.0
Grain Craft,Food & beverage processing,2368.3,67893.51,22927.103333333333,70261.81,26137.623666666666,93188.91333333333
Healthy Food Ingredients,Food & beverage processing,34.4,1571.0,482.3333333333333,1605.4,584.9666666666666,2087.7333333333336
King Milling,Food & beverage processing,,,,0.0,,0.0
Sensory Effects,Food & beverage processing,2493.0,5465.6,,7958.6,,7958.6
Snavely,Food & beverage processing,,,,0.0,,0.0
The Andersons Canada Limited,Food & beverage processing,5763.0,170.0,1641.0,5933.0,3260.7,7574.0
Hartford Paving,Construction,,,,0.0,,0.0
Telos Corporation,IT & software development,2223.0,2223.0,6189.966666666667,4446.0,3016.3933333333334,10635.966666666667
"Hannon Armstrong Sustainable Infrastructure Capital, Inc",Financial services,0.0,70.5,73.0,70.5,35.75,143.5
ALP LIGHTING COMPONENTS,Plastic product manufacturing,22.41,14.0,,36.41,,36.41
"Etsy, Inc.",Discretionary retail,371.87,2923.0,27412.252,3294.87,6545.285400000001,30707.122
Farmer Brothers,Food & beverage processing,28911.0,11330.0,74238.0,40241.0,32702.1,114479.0
Blue Cross Blue Shield Massachusetts,Other services,2791.25,6299.0625,6543.37,9090.3125,4594.01775,15633.682499999999
WestRock Company,Paper products & packaging,5475063.5,2198923.07,1374240.1442857143,7673986.57,3672056.6998571428,9048226.714285715
Citizens Financial Group Inc,Financial services,13494.0,44540.0,6472.0,58034.0,21403.4,64506.0
PayPal Holdings Inc,Specialized professional services,10076.0,,26478.0,10076.0,,36554.0
Xanterra Parks & Resorts,Entertainment facilities,101983.0,31897.0,2566.51,133880.0,61073.902,136446.51
Hydro One Limited,Energy utility networks,119455.0,98631.0,1020.0,218086.0,89520.8,219106.0
Shopify Inc,Web & marketing services,1081.22,1006.6099999999999,5961.86,2087.83,2034.9650000000001,8049.69
Parex Resources Inc,Oil & gas extraction & production,103066.5,98.94999999999999,7415.6,103165.45,53046.055,110581.05
The Kraft Heinz Company,Food & beverage processing,,,2546969.25,0.0,,2546969.25
HP Inc,Electrical & electronic equipment,64925.0,259150.0,3256666.6666666665,324075.0,761540.8333333334,3580741.6666666665
Hewlett Packard Enterprise Company,"Media, telecommunications & data center services",67657.0,335361.0,910845.3636363636,403018.0,316605.87272727274,1313863.3636363638
California Resources Corp,Oil & gas extraction & production,3502556.0,328395.0,6069564.0,3830951.0,3063709.3,9900515.0
Keysight Technologies Inc,Electrical & electronic equipment,7300.849999999999,66698.90000000001,14129.85,73999.75000000001,26486.065000000002,88129.60000000002
Paramount Group Inc,Land & property ownership & development,7661.66,56514.587499999994,,64176.2475,,64176.2475
Boyd Group Services Inc.,Commercial & consumer services,,,,0.0,,0.0
Surge Energy Inc,Oil & gas extraction & production,189208.5,50811.2175,0.64,240019.7175,109847.74325,240020.3575
Chemours Co/The,Chemicals,8366000.0,,13743916.666666666,8366000.0,,22109916.666666664
Calumet Specialty Products Partners LP,Oil & gas processing,33027.4,,,33027.4,,33027.4
Darling Ingredients Inc,Food & beverage processing,1431910.0,393589.0,,1825499.0,,1825499.0
LUMENTUM,Electrical & electronic equipment,7023.0,15820.0,3997.0,22843.0,9056.9,26840.0
Brewer Science,Chemicals,816.44,9188.35,576.88,10004.79,3280.1010000000006,10581.67
Fujimi Incorporated,Chemicals,149.44,2182.81,,2332.25,,2332.25
Entegris Inc,Plastic product manufacturing,20452.5,93023.05,,113475.55,,113475.55
Moses Lake Industries,Chemicals,7336.0,0.0,,7336.0,,7336.0
Rinchem Company Inc,Commercial & consumer services,31199.0,1538.0,22468.0,32737.0,20554.5,55205.0
Kmg Electronic Materials,Chemicals,0.0,18588.0,,18588.0,,18588.0
Tosoh Quartz,Other materials,812.0,2590.0,,3402.0,,3402.0
THE PEER GROUP INC.,IT & software development,0.0,,,0.0,,0.0
AlmadenÂ Press,Print & publishing services,,,,0.0,,0.0
CYMA BUILDERS & CONSTRUCTION M S INC,Construction,,,,0.0,,0.0
QPSI,Light manufacturing,,,1080511.51,0.0,,1080511.51
Turtle & Hughes,Electrical & electronic equipment,241.0,532.5,109.35,773.5,302.12,882.85
UNIVERSAL CONSTRUCTION,Construction,0.0,,,0.0,,0.0
CHA HOLDINGS,Specialized professional services,157.8,1444.9,1457.5,1602.7,803.87,3060.2
DDS UTILITIES,Energy utility networks,,,,0.0,,0.0
CONTROLPOINT TECHNOLOGIES,Specialized professional services,0.0,,,0.0,,0.0
GEOSYNTEC CONSULTANTS,Specialized professional services,,,,0.0,,0.0
WISE PLASTICS TECHNOLOGIES,Plastic product manufacturing,,,,0.0,,0.0
AMERICAN TIRE DISTRIBUTORS INC,"Trading, wholesale, distribution, rental & leasing",,,,0.0,,0.0
OREGON POTATO CO,Food & beverage processing,,,,0.0,,0.0
SECURIAN FINANCIAL GROUP INC,Financial services,,,,0.0,,0.0
W SOULE & CO,Metal products manufacturing,,,,0.0,,0.0
WINDMILL RICE CO LLC,Food & beverage processing,,,,0.0,,0.0
ACRO SERVICE CORP,Commercial & consumer services,,,,0.0,,0.0
CAMPBELL WRAPPER CORP,Powered machinery,,,,0.0,,0.0
INSIGHT PROMOTIONS LLC,Leisure & home manufacturing,,,,0.0,,0.0
MAYS CHEMICAL CO INC,Chemicals,58.44,895.0,,953.44,,953.44
PACKAGING PRODUCTS CORP,Plastic product manufacturing,,,,0.0,,0.0
LION ELASTOMERS,Chemicals,4224.6,52476.0,,56700.6,,56700.6
NATIONAL-STANDARD COMPANY,Metal products manufacturing,,,,0.0,,0.0
Tokai Carbon CB,Chemicals,956929.0,,,956929.0,,956929.0
RENEE TAYLOR CONSULTING INC,Commercial & consumer services,0.0,,,0.0,,0.0
UNLEASHING LEADERS INC,Other services,,,,0.0,,0.0
US Cold Storage,Electrical & electronic equipment,678.0,117749.0,,118427.0,,118427.0
"OMARK Consultants, Inc.",Industrial support services,1.0,,,1.0,,1.0
Form Factor Inc.,Electrical & electronic equipment,3910.0,8486.0,,12396.0,,12396.0
Wisconsin Energy Conservation Corporation (WECC),Construction,111.99,236.42,60.46666666666667,348.40999999999997,139.01433333333333,408.87666666666667
Tosoh SMD,Chemicals,318.0,10086.0,,10404.0,,10404.0
Avangrid Inc,Thermal power generation,1363231.0,381534.0,2031718.0,1744765.0,1202419.3,3776483.0
Arconic Corp,Powered machinery,1614171.3333333333,1693756.6666666667,3235870.4,3307928.0,1962386.7466666666,6543798.4
Dell Technologies,Electrical & electronic equipment,58965.0,436381.0,4410656.5,495346.0,1042528.1000000001,4906002.5
NATURAL ADVANTAGE,Food & beverage processing,533.75,,275.56,533.75,,809.31
FLOW POLYMERS,Chemicals,20271.77,,27.04,20271.77,,20298.81
Neapco Europe,Transportation equipment,6600.0,,,6600.0,,6600.0
Fair Isaac Corporation,IT & software development,,,,0.0,,0.0
Versum,Chemicals,814128.0,73921.0,191971.5,888049.0,467634.6,1080020.5
PT Cahaya Bumi Cemerlang,Chemicals,122.0,59.0,,181.0,,181.0
ANISA INTERNATIONAL INC,Light manufacturing,187.32,1201.97,590.7033333333334,1389.29,572.3916666666667,1979.9933333333333
AXIUM,Plastic product manufacturing,106.47500000000001,100559.2,928.4,100665.675,30406.677499999998,101594.075
"CAROLINA PRECISION PLASTICS, LLC",Plastic product manufacturing,,,,0.0,,0.0
VERICON CONSTRUCTION CO LLC,Construction,,,,0.0,,0.0
VALUTECH OUTSOURCING LLC,Electrical & electronic equipment,1.19,1.18,0.0125,2.37,0.9514999999999999,2.3825000000000003
Bel Power Solutions,Electrical & electronic equipment,,,,0.0,,0.0
Performance Technology Partners,Specialized professional services,,,,0.0,,0.0
KOCH ENTERPRISES INC,Metal products manufacturing,65000.0,,,65000.0,,65000.0
TSM CORP,Powered machinery,,,,0.0,,0.0
NATIONAL RESPONSE,Industrial support services,,,,0.0,,0.0
VANTAGE BUILDERS,Construction,,,,0.0,,0.0
Lion Raisins Inc,Food & beverage processing,,,,0.0,,0.0
"MONOLITHIC POWER SYSTEMS, INC.",Electrical & electronic equipment,,,,0.0,,0.0
NATIONAL PACKAGING SERVICE,Other materials,0.0,,100.0,0.0,,100.0
Direct Source Seafood,"Trading, wholesale, distribution, rental & leasing",5.7,,5.7,5.7,,11.4
"Albertsons Companies, Inc.",Convenience retail,2688307.82,2264015.67,15083.0,4952323.49,2026375.2110000001,4967406.49
"Kreher Steel Company, LLC",Metal products manufacturing,,,,0.0,,0.0
Nutrien Ltd.,Chemicals,11694431.0,3066714.0,2914499.0,14761145.0,7350129.5,17675644.0
Mold-Rite Plastics LLC,Plastic product manufacturing,,,,0.0,,0.0
"Infinity Communications, LLC*",Construction,345.0,,,345.0,,345.0
OKTA,IT & software development,,,,0.0,,0.0
BARDSTOWN BOURBON COMPANY,Food & beverage processing,15149.0,,,15149.0,,15149.0
CLEAVELAND/PRICE INC.,Electrical & electronic equipment,,,,0.0,,0.0
"Veteran Supply Services, LLC",Energy utility networks,,,,0.0,,0.0
ACCU WELD TECHNOLOGIES,Oil & gas storage & transportation,0.0,,,0.0,,0.0
F & G CONSTRUCTION,Energy utility networks,,,,0.0,,0.0
SUBURBAN CONTRACT CLEANING,Commercial & consumer services,,,,0.0,,0.0
ULC ROBOTICS,Specialized professional services,,,,0.0,,0.0
TREE CARE OF NEW YORK,Construction,,,,0.0,,0.0
WILSON CONSTRUCTION,Construction,9981.25,525.0,,10506.25,,10506.25
"BARTLETT BRAINARD EACOTT, INC.",Construction,,,,0.0,,0.0
"BENCHMARK CRAFTSMAN, INC.",Web & marketing services,,,,0.0,,0.0
"EMU PLASTICS (TEX) LIMITED, INC.",Plastic product manufacturing,,,,0.0,,0.0
"HERD MANUFACTURING, INC.",Metal products manufacturing,0.0,,,0.0,,0.0
MW Industries,Metal products manufacturing,,,,0.0,,0.0
"LOUREIRO ENGINEERING ASSOCIATES, INC.",Specialized professional services,,,,0.0,,0.0
